"ISO Name";"Capacity Market Zone";"Capacity Commitment Period Start Date";"Capacity Commitment Period End Date";"Capacity Commitment Period Length";"Market";"Capacity Price $/MW-Day";"Awarded MW";"Capacity Market ISO ID";"Capacity Market ID"
"PJM ISO";"PECO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"110.04164383";;"72670";"71035"
"PJM ISO";"PECO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"139.82136986";;"72670";"71035"
"PJM ISO";"PECO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"245.08931506";;"72670";"71035"
"PJM ISO";"PECO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"135.12328767";;"72670";"71035"
"PJM ISO";"PENELEC";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"196.53041095";;"72670";"71044"
"PJM ISO";"PENELEC";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"174.28931506";;"72670";"71044"
"PJM ISO";"PENELEC";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"110.04164383";;"72670";"71044"
"PJM ISO";"PENELEC";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"133.45972602";;"72670";"71044"
"PJM ISO";"PENELEC";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"226.14904109";;"72670";"71044"
"PJM ISO";"PENELEC";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"135.12328767";;"72670";"71044"
"PJM ISO";"PEPCO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"243.79068493";;"72670";"71059"
"PJM ISO";"PEPCO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"174.28931506";;"72670";"71059"
"PJM ISO";"PEPCO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"110.04164383";;"72670";"71059"
"PJM ISO";"PEPCO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"133.45972602";;"72670";"71059"
"PJM ISO";"PEPCO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"247.14082191";;"72670";"71059"
"PJM ISO";"PEPCO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"135.12328767";;"72670";"71059"
"PJM ISO";"PPL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"196.53041095";;"72670";"71171"
"PJM ISO";"PPL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"174.28931506";;"72670";"71171"
"PJM ISO";"PPL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"110.04164383";;"72670";"71171"
"PJM ISO";"PPL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"133.45972602";;"72670";"71171"
"PJM ISO";"PPL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"226.14904109";;"72670";"71171"
"PJM ISO";"PPL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"135.12328767";;"72670";"71171"
"PJM ISO";"PSEG";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"196.53041095";;"72670";"71188"
"PJM ISO";"PSEG";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"174.28931506";;"72670";"71188"
"PJM ISO";"PSEG";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"110.04164383";;"72670";"71188"
"PJM ISO";"PSEG";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"162.87123287";;"72670";"71188"
"PJM ISO";"PSEG";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"245.08931506";;"72670";"71188"
"PJM ISO";"PSEG";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"179.83561643";;"72670";"71188"
"PJM ISO";"RECO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"196.53041095";;"72670";"71243"
"PJM ISO";"RECO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"174.28931506";;"72670";"71243"
"PJM ISO";"RECO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"110.04164383";;"72670";"71243"
"PJM ISO";"RECO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"139.82136986";;"72670";"71243"
"PJM ISO";"RECO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"245.08931506";;"72670";"71243"
"PJM ISO";"RECO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"135.12328767";;"72670";"71243"
